,,Paris Joaquin Velasco Acosta:L_Femur_L_Tibia,Paris Joaquin Velasco Acosta:L_Foot_L_Toe,Paris Joaquin Velasco Acosta:L_Tibia_L_Foot,,,Paris Joaquin Velasco Acosta:R_Femur_R_Tibia,Paris Joaquin Velasco Acosta:R_Foot_R_Toe,Paris Joaquin Velasco Acosta:R_Tibia_R_Foot,,,Paris Joaquin Velasco Acosta:Root_L_Femur,,,Paris Joaquin Velasco Acosta:Root_R_Femur,,,Paris Joaquin Velasco Acosta:World_Root,,,,,,Paris Joaquin Velasco Acosta:L_Femur_L_Tibia,Paris Joaquin Velasco Acosta:L_Foot_L_Toe,Paris Joaquin Velasco Acosta:L_Tibia_L_Foot,,,Paris Joaquin Velasco Acosta:R_Femur_R_Tibia,Paris Joaquin Velasco Acosta:R_Foot_R_Toe,Paris Joaquin Velasco Acosta:R_Tibia_R_Foot,,,Paris Joaquin Velasco Acosta:Root_L_Femur,,,Paris Joaquin Velasco Acosta:Root_R_Femur,,,Paris Joaquin Velasco Acosta:World_Root,,,,,,Paris Joaquin Velasco Acosta:L_Femur_L_Tibia,Paris Joaquin Velasco Acosta:L_Foot_L_Toe,Paris Joaquin Velasco Acosta:L_Tibia_L_Foot,,,Paris Joaquin Velasco Acosta:R_Femur_R_Tibia,Paris Joaquin Velasco Acosta:R_Foot_R_Toe,Paris Joaquin Velasco Acosta:R_Tibia_R_Foot,,,Paris Joaquin Velasco Acosta:Root_L_Femur,,,Paris Joaquin Velasco Acosta:Root_R_Femur,,,Paris Joaquin Velasco Acosta:World_Root,,,,,,
Frame,Sub Frame,R,,RX,RY,RZ,R,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ,R',,RX',RY',RZ',R',,RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',TX',TY',TZ',R'',,RX'',RY'',RZ'',R'',,RX'',RY'',RZ'',RX'',RY'',RZ'',RX'',RY'',RZ'',RX'',RY'',RZ'',TX'',TY'',TZ''
,,deg,,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm,deg/s,,deg/s,deg/s,deg/s,deg/s,,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,mm/s,mm/s,mm/s,deg/s²,,deg/s²,deg/s²,deg/s²,deg/s²,,deg/s²,deg/s²,deg/s²,deg/s²,deg/s²,deg/s²,deg/s²,deg/s²,deg/s²,deg/s²,deg/s²,deg/s²,mm/s²,mm/s²,mm/s²
339,0,21.2479,,-16.4414,-11.8173,-19.6091,-2.37255,,67.2198,-43.0397,85.7078,-35.0396,5.59587,2.78309,16.6419,32.268,6.62806,172.248,-10.4139,174.73,610.86,815.35,2074.62,52.0686,,63.8442,10.9437,-86.3633,59.3118,,47.7813,47.9667,31.1778,15.0128,5.12439,-11.3237,7.783,34.9081,11.8823,-19.5343,-25.4469,7.03646,-164.741,158.739,-1211.71,-1917.97,,-5300.94,100.788,-1365.18,1116.3,,1378.74,1548.47,2379.57,-1305.62,2936.69,1744.56,-3369.33,-2052.81,2102.1,-1924.61,-852.638,-1537.07,3708.6,364.78,-1156.33
340,0,21.7127,,-15.9229,-11.6363,-20.3798,-1.64041,,67.7725,-42.4202,85.9483,-34.7407,5.6595,2.76124,16.6012,32.609,6.87858,172.063,-10.6625,174.759,609.369,817.087,2062.26,46.4801,,51.8442,18.1025,-77.066,73.2143,,55.276,61.9532,24.0477,29.8957,6.36236,-2.18502,-4.07045,34.0929,25.0525,-18.5016,-24.865,2.85912,-149.071,173.61,-1236.8,-558.846,,-1200,715.881,929.725,1390.26,,749.477,1398.65,-713.003,1488.3,123.797,913.873,-1185.35,-81.5183,1317.01,103.272,58.1932,-417.734,1567.01,1487.14,-2508.16
341,0,22.092,,-15.552,-11.5344,-21.0551,-0.838071,,68.3438,-41.7443,86.2986,-34.1129,5.37504,2.70182,16.5841,32.9793,7.18001,172.048,-10.8355,174.819,607.811,819.173,2049.82,37.9284,,37.0905,10.1951,-67.5318,80.2335,,57.1209,67.5871,35.0361,62.7828,-28.4462,-5.94212,-1.70584,37.036,30.1428,-1.49718,-17.2948,5.97915,-155.836,208.616,-1243.14,-855.174,,-1475.37,-790.74,953.426,701.913,,184.483,563.388,1098.84,3288.7,-3480.86,-375.71,236.461,294.313,509.037,1700.44,757.016,312.003,-676.513,3500.58,-634.193
342,0,22.3338,,-15.6345,-11.5785,-21.7831,0.100813,,69.0523,-40.9084,86.6379,-33.3135,4.83805,2.5624,16.5282,33.2716,7.54348,172.126,-11.063,174.878,606.132,821.505,2037.53,24.1818,,-8.24916,-4.41222,-72.7987,93.8884,,70.8502,83.5899,33.9235,79.9351,-53.699,-13.9421,-5.59461,29.2284,36.3468,7.85882,-22.757,5.9409,-167.894,233.275,-1229.45,-1374.66,,-4533.96,-1460.73,-526.693,1365.5,,1372.94,1600.28,-111.264,1715.23,-2525.28,-799.999,-388.877,-780.759,620.395,935.599,-546.219,-3.82491,-1205.8,2465.84,1368.52
343,0,22.4317,,-16.1837,-11.6659,-22.5559,1.12854,,69.8177,-39.908,86.662,-32.4917,4.27575,2.4082,16.3009,33.5636,8.08659,172.165,-11.4667,174.865,604.463,824.02,2025.22,9.78869,,-54.9239,-8.74657,-77.2867,102.773,,76.5493,100.041,2.41379,82.1836,-56.2291,-15.4202,-22.7232,29.2035,54.311,3.82217,-40.3652,-1.29637,-166.899,251.412,-1230.88,-1439.31,,-4667.48,-433.435,-448.795,888.43,,569.911,1645.15,-3150.97,224.85,-253.007,-147.807,-1712.86,-2.49302,1796.43,-403.664,-1760.82,-723.727,99.5398,1813.77,-143.051
344,0,22.5789,,-16.8174,-11.6859,-23.2184,1.14377,,69.6511,-39.381,85.586,-31.5276,3.65901,2.27218,15.9523,34.5391,8.61455,172.409,-12.0058,174.83,602.796,826.031,2013.69,14.7192,,-63.3628,-1.99646,-66.2489,1.52252,,-16.6663,52.6993,-107.603,96.4023,-61.6739,-13.6013,-34.869,97.5443,52.7966,24.4767,-53.9086,-3.48613,-166.655,201.19,-1152.99,493.054,,-843.887,675.011,1103.78,-10125,,-9321.57,-4734.21,-11001.7,1421.87,-544.481,181.892,-1214.58,6834.08,-151.442,2065.45,-1354.34,-218.976,24.4379,-5022.29,7789.13
345,0,22.5524,,-17.4031,-11.629,-23.6687,1.55275,,69.8871,-38.835,85.8197,-30.7112,3.1302,2.40492,15.3637,35.1171,9.46341,172.305,-12.3992,174.554,601.466,829.032,2001.08,-2.64892,,-58.5684,5.69339,-45.0253,40.8982,,23.5983,54.5995,23.3756,81.6481,-52.8818,13.2736,-58.8537,57.8036,84.8863,-10.4352,-39.3427,-27.6459,-133.014,300.097,-1261.07,-1736.81,,479.445,768.985,2122.36,3937.57,,4026.47,190.016,13097.8,-1475.42,879.214,2687.49,-2398.47,-3974.08,3208.97,-3491.18,1456.6,-2415.97,3364.09,9890.79,-10807.5
346,0,22.4606,,-17.9358,-11.55,-24.0247,2.12703,,70.3762,-38.2935,86.3321,-29.8802,2.57933,2.6224,14.4685,35.5236,10.6423,172.214,-12.8847,174.171,600.357,832.258,1988.58,-9.18131,,-53.2729,7.89698,-35.6,57.4281,,48.9144,54.1501,51.2373,83.093,-55.0862,21.7478,-89.5177,40.6478,117.887,-9.08825,-48.5559,-38.3037,-110.877,322.58,-1249.64,-653.239,,529.545,220.359,942.532,1652.99,,2531.61,-44.9426,2786.17,144.493,-220.446,847.415,-3066.4,-1715.57,3300.08,134.691,-921.324,-1065.78,2213.72,2248.29,1143.22
347,0,22.2731,,-18.5278,-11.4748,-24.355,2.80398,,70.9713,-37.9285,86.9292,-29.0217,2.01266,2.91399,13.3128,35.9304,12.1025,172.118,-13.4658,173.689,599.384,835.615,1976.14,-18.7511,,-59.201,7.52132,-33.0375,67.6949,,59.5067,36.5022,59.7136,85.8572,-56.667,29.1587,-115.577,40.6806,146.025,-9.565,-58.1084,-48.1924,-97.3046,335.699,-1244.65,-956.978,,-592.809,-37.566,256.252,1026.68,,1059.23,-1764.78,847.626,276.418,-158.072,741.093,-2605.91,3.27849,2813.74,-47.6747,-955.254,-988.875,1357.2,1311.9,498.295
348,0,21.9904,,-19.1725,-11.4287,-24.6406,3.60764,,71.6065,-37.9364,87.7944,-28.0302,1.39391,3.31702,11.9966,36.3964,13.7794,172.086,-14.0314,173.124,598.37,838.969,1963.7,-28.271,,-64.4725,4.61174,-28.5516,80.3665,,63.5221,-0.795717,86.5173,99.1472,-61.8758,40.3032,-131.615,46.6,167.691,-3.23068,-56.5603,-56.4488,-101.489,335.371,-1244.19,-951.992,,-527.154,-290.958,448.59,1267.15,,401.547,-3729.8,2680.37,1329,-520.878,1114.45,-1603.77,591.938,2166.69,633.432,154.815,-825.633,-418.425,-32.7826,46.4916
